epithet_id|epithet|alternate_name|trade_designations|species|etymology|sex|reference_epithet|reference_breeders|reference_tests|awards|source_type|year_selected|Interspecific_hybrid|familiy_id|mother|father|origin_lat_long|origin_place|description|originator_breeder|registrant|nominator|introducer|keeper|nominator_desc|standard_herbarium |name_status|name_status_note|current_cultivation|checklist_record|contact_info
|‘Farndon’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Stott, 2001||||||||||||A basket cultivar (listed as S. alba L. × S. fragilis L. (S. ×rubens Schrank); S. ‘Howitt’, S. viridis Fr.) with stems orange at the base and scarlet at the stem tips (Stott, 2001). ‘||||||||Established|‘Farndon’ was the accepted name in the 2018 RHS HD. |‘Farndon’ was sold by one UK nursery (2018 RHS PF).|||
|‘Farndon Red’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||2018 RHS HD||||||||||||No description or published reference for this cultivar was found; therefore, this name was not established. ||||||||Not established|‘Farndon Red’ was the tentatively accepted name  in the 2018 RHS HD. Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Farndon Red’ as a cultivar of S. ×fragilis L., which, as other cultivars with yellow-red stems (Belyaeva et al., 2018), now belongs under S. ×fragilis f. vitellina I.V.Belyaeva.||||
|‘Flame’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva||female |Dirr, 2009||||||||||||An US selection found by Melvin Bergeson of the Bergeson Nursery of Fertile, Minnesota (Dirr, 2009). It is an oval-shaped, densely branched shrub 4.6–6 m tall with orange-red bark in winter. The tips of the branches curl upward and inward. Leaves have rich golden coloration in fall, even when other trees have shed their foliage. According to the Vermont Willow Nursery, Vermont, US, 2018 online catalog, it was a female shrub. ||||||||Established|‘Flame’ was the preferred name in the LNWP 2016–2020 and the tentatively accepted name in the 2018 RHS HD. Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Flame’ as a cultivar of Salix, which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).|‘Flame’ was sold by 17 North American nurseries (2018 PIO) and was found in trade in the Netherlands (2018 PS). It was most recently sold by one UK nursery in 2011 (2013 RHS PF). |||
|‘Flame Yellow’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Vermont Willow Nursery, Vermont, US, 2018 on-line catalog||||||||||||A cultivar with “perhaps the brightest lemon-yellow stems in summer of all willows, which turn orange in autumn and red in winter” according to the Vermont Willow Nursery, Vermont, US, 2018 on-line catalog. This catalog lists it as the shortest selection of the white willow of unknown origin. This cultivar was available from several US nurseries. ||||||||Not established|Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Flame Yellow’ as a cultivar of Salix, which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).||||
|‘Flanders Red’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva||female |Stott, 2001||||||||||||A basket selection (listed as S. alba [unranked] vitellina × S. ×fragilis L. (as S. sanguinea)) with stems green at the base and dark red at the stem tips (Stott, 2001). ||||||||Established|‘Flanders Red’ was the accepted name for a female cultivar in the 2018 RHS HD.  Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Flanders Red’ as a cultivar of S. ×fragilis L., which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).|‘Flanders Red’ was sold by one North American nursery (2018 PIO) and two UK nurseries (2018 RHS PF).|||
|‘Frans Geel’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Strykers, 1966|||||||||||Belgium|A Belgian cultivar with yellow stems (“geel” means “yellow” in Dutch language) (Strykers, 1966).||||||||Established|It was listed as the preferred name in LNWP  (2010-2015) (as a cultivar of S. ×rubens Schrank). Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Frans Geel’ as a cultivar of S. ×fragilis L., which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018). ||||
|‘Fransgeel Rood’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Strykers, 1966; Stott, 2001|||||||||||Netherland|A Dutch cultivar with red stems (“rood” means “red” in Dutch language) (Strykers, 1966). A basket selection (listed as S. alba [unranked] vitellina × S. ×fragilis (as S. sanguinea) with stems yellow at the base, orange in the middle and bright red at the tips (Stott, 2001). A Dutch cultivar with red stems (“rood” in Dutch language means “red”) (Strykers, 1966). ||||||||Established|‘Fransgeel Rood’ was the accepted name for a male cultivar in the 2018 RHS HD. Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Fransgeel Rood’ as a cultivar of S. ×fragilis L., which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).|‘Fransgeel Rood’ was sold by one UK nursery (2018 RHS PF). |||
|‘Golden Ness’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Dirr, 2009; Jewell, 2010||||||||||||Branchlets are bright golden-yellow (Jewell, 2010). According to Dirr (2009), the specimen observed at Wisley, UK, during 2000 did not greatly differ from S. ‘Vitellina’. ||||||||Established|‘Golden Ness’ was the accepted name in the 2018 RHS HD. 2012 AGM. Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Golden Ness’ as a cultivar of S. alba L., which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).|‘Golden Ness’ was sold by 11 UK nurseries (2018 RHS PF). |||
|‘Golden Willow’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Stott, 2001||||||||||||A basket cultivar (listed as S. alba L. × S. ×fragilis L. (S. ×rubens  Schrank)) with stems yellow at the base, orange in the middle and dull red at the stem tips (Stott, 2001).||||||||Established|‘Golden Willow’ was the accepted name in the 2018 RHS HD. Note: Even though this epithet contains the common name of the genus to which it is assigned (“willow”), the name is acceptable, since it is likely originated before 1 January 1996 (ICNCP, 2016, Article 21.17). The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Golden Willow’ as a cultivar of S. ×fragilis L., which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018). | ‘Golden Willow’ was sold by one UK nursery (2018 RHS PF).|||
|‘Hutchinsons Yellow Bark’ |(‘Hutchinson’s Yellow’||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Stott, 2001||||||||||||This is a basket selection listed as S. alba L. × S. ×fragilis L. (S. ×rubens Schrank) with stems yellow at the base and bright red at the tips (Stott, 2001). ||||||||Established|‘Hutchinson’s Yellow’ was the preferred name in the LNWP 2016–2020 as a cultivar of S. alba L. and the tentatively accepted name in the 2018 RHS HD.  Note: ‘Hutchinson’s Yellow’ was listed by Hillier (2014) as a cultivar with very bright egg-yolk-yellow winter stems. It is possible that ‘Hutchinson’s Yellow’ is a shortened name for ‘Hutchinson’s Yellow Bark’. The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Hutchinsons Yellow Bark’ as a cultivar of S. ×fragilis L., which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).|‘Hutchinson’s Yellow’ was sold by two UK nurseries (2018 RHS PF) and was found in trade in the Netherlands (2018 PS). |||
|‘Jaune de Falaise’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Stott, 2001||||||||||||A basket selection (listed as S. alba L. [unranked] vitellina × S. ×fragilis L. (as S. sanguinea)) with stems orange at the base and bright red at the tips (Stott, 2001). ||||||||Established|‘Jaune de Falaise’ was the preferred name in the LNWP 2016–2020 (listed as S. viminalis L. ‘Jaune de Falaise’) and the tentatively accepted name in the 2018 RHS HD. Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Jaune de Falaise’ as a cultivar of S. ×fragilis, which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018). |‘Jaune de Falaise’ was sold by one UK nursery (2018 RHS PF) and was found in trade in the Netherlands (2018 PS). |||
|‘Jaune Hâtive’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Stott 2001||||||||||||A basket selection (listed as S. alba L. [unranked] vitellina × S. ×fragilis L. (as S. sanguinea) with stems yellow at the base and red at the tips (Stott 2001). ||||||||Established|‘Jaune Hâtive’ was the tentatively accepted name in the 2018 RHS HD. Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Jaune Hâtivee as a cultivar of S. ×fragilis, which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).| ‘Jaune Hâtive’ was sold by one UK nursery (2018 RHS PF). |||
|‘Laurina’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Stott 2001||||||||||||A basket selection (listed as S. alba L. [unranked] vitellina × S. fragilis L. (as S. sanguinea) with stems green at the base and dark red at the tips (Stott 2001). ||||||||Established|‘Laurina’ was the tentatively accepted name in the 2018 RHS HD.  Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Laurina’ as a cultivar of S. ×fragilis, which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).|‘Laurina’ was sold by one UK nursery (2018 RHS PF).|||
|‘Lyubimecz’|‘Lyubimets’. ||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|The cultivar name translates from Russian language as “A Favorite”. |male |Marchenko, 2017||||2017|||||||Russia|A male cultivar with a pyramidal crown and slightly pendulous and bright orange 1–2-year-old twigs. A mature tree can reach 18 m in height with a crown diameter of 8.5 m. This cultivar was developed at the Botanic Gardens of the Ural Branch of the Russian Academy of Sciences, Yekaterinburg, Russia, by V.I. Shaburov (listed as S. alba subsp. vitellina (L.) Schubl. & G.Martens × S. alba L. by Marchenko (2017) and later named by A.M. Marchenko. S. ‘Lyubimecz’ resembles S. ‘Pamyati Bazhova’ but has a smaller trunk diameter and more compact crown. It develops a weeping habit by the age of seven years; in younger plants crowns are pyramidal. Flowering is more spectacular than in S. ‘Pamyati Bazhova’ because of its larger catkins and flower bracts.  ‘Lyubimecz’ is one of a few clones from the same hybrid combination along with S. ‘Oranzhevaya Tolstostvol’naya’, S. ‘Oranzhevaya Tonkostvol’naya’ and S. ‘Strela Kupidona’. These cultivars were described by Marchenko (2017) under the heading “Shaburov’s willow hybrids with yellow-orange bark and a late weeping habit.” They have very bright branches and branchlets, which are very dense (the densest, compared to other Shaburov hybrids). These cultivars have a distinctive appearance when their habit changes with age: when young, they have an upright, narrow pyramidal crown, which later becomes broadly oval and slightly weeping and, by the age of about nine years, the weeping crown is more pronounced. The late weeping habit and extreme cold hardiness are inherited from the male parent, S. alba from the Urals. The summer foliage has an attractive bluish green color. There are both, male (S. ‘Lyubimecz’ and S. ‘Strela Kupidona’) and female (S. ‘Oranzhevaya Tolstostvol’naya’ and S. ‘Oranzhevaya Tonkostvol’naya’) clones listed in this cross. The flowering of the male cultivars is profuse and spectacular. S. ‘Lyubimets’, S. ‘Oranzhevaya Tonkostvol’naya’ and S. ‘Strela Kupidona’ have thinner stems than S. ‘Oranzhevaya Tolstostvol’naya’. |V.I. Shaburov |A.M. Marchenko|||||Standard: WSY (WSY0108928, WSY0108929, WSY0108930); duplicate: USNA (NA-0102519, NA-0102520, NA-0102521) and MHA|Established|||||
|‘Natural Red’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||Stott, 2001||||||||||||A basket selection of S. ‘Basfordiana’ (listed as S. alba [unranked] vitellina × S. ×fragilis L. (S. × sanguinea)) with stems bright yellow at the base and scarlet at the tips (Stott, 2001). ||||||||Established|‘Natural Red’ was the accepted name for a female cultivar in the 2018 RHS HD. Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Natural Red’ as a cultivar of S. ×fragilis, which now belongs under S. ×fragilis f. vitellina I.V.Belyaeva (Belyaeva et al., 2018).| ‘Natural Red’ was sold by one UK nursery (2018 RHS PF).|||
|‘Nova’|||S. ×fragilis f. vitellina (L.) I.V. Belyaeva|||LNWP 2016–2020 ||||||||||||No description for this cultivar was found.||||||||Established|‘Nova’ was listed as the preferred name for a cultivar of S. alba L. in the LNWP 2016–2020 and the accepted name for a cultivar of S. alba var. vitellina Stokes in the 2018 RHS HD.  It is possible that ‘Nova’ is a shortened name for S. ‘Vitellina Nova’. Note: The first edition of the Checklist for Cultivars of Salix L.  (willow) (Kuzovkina, 2015) listed ‘Nova’ as a cultivar of S. ×fragilis L., which now belongs under S. ×fragilis f. vitellina I.V. Belyaeva (Belyaeva et al., 2018).|‘Nova’ was sold by one UK nursery (2018 RHS PF) and was found in trade in the Netherlands (2018 PS).|||
